grade,subject,topicId,topic,exerciseId,type,difficulty,question,answer,lp21,richType
"3","Medien & Informatik","digitale-spuren-3","Digitale Spuren","mi3-digitale-spuren-3-dd1","drag-drop","1","Sortiere: Teilen oder besser privat behalten?","richtig sortiert","MI.1.1, MI.1.4","true"
"3","Medien & Informatik","digitale-spuren-3","Digitale Spuren","mi3-digitale-spuren-3-dd2","drag-drop","2","Sortiere faire und unfaire Chat-Beiträge.","richtig sortiert","MI.1.1, MI.1.4","true"
"3","Medien & Informatik","digitale-spuren-3","Digitale Spuren","mi3-digitale-spuren-3-ws1","word-search","2","Finde die MI-Wörter.","DATEN, CHAT, FOTO, HILFE","MI.1.1, MI.1.4","true"
"3","Medien & Informatik","digitale-spuren-3","Digitale Spuren","mi3-digitale-spuren-3-sr1","self-review","2","Schreibe zwei Regeln, die dir beim sicheren Chatten helfen.","eigene begründete Antwort","MI.1.1, MI.1.4","true"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-mc1","multiple-choice","1","Was ist ein Algorithmus?","Eine klare Folge von Schritten","MI.2.2","false"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-mc2","multiple-choice","1","Welche Anleitung ist am klarsten?","Erst Hände waschen, dann Apfel schneiden","MI.2.2","false"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-mc3","multiple-choice","1","Warum ist Reihenfolge wichtig?","Weil sonst ein Schritt nicht passen kann","MI.2.2","false"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-mc4","multiple-choice","2","Was bedeutet wiederholen in einer Anleitung?","Einen Schritt mehrmals ausführen","MI.2.2","false"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-mc5","multiple-choice","2","Was ist ein Fehler in einem Ablauf?","Ein Schritt passt nicht oder fehlt","MI.2.2","false"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-mc6","multiple-choice","2","Was hilft beim Finden eines Fehlers?","Schritt für Schritt prüfen","MI.2.2","false"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-fb1","fill-in-blank","1","Ein Rezept ist eine Folge von ___.","Schritten","MI.2.2","false"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-fb2","fill-in-blank","1","Bei einer Anleitung ist die ___ wichtig.","Reihenfolge","MI.2.2","false"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-fb3","fill-in-blank","2","Einen Schritt mehrmals machen heisst ___.","wiederholen","MI.2.2","false"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-fb4","fill-in-blank","2","Einen Fehler im Ablauf kann man Schritt für Schritt ___.","prüfen","MI.2.2","false"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-fb5","fill-in-blank","2","Ein Computer braucht klare ___.","Befehle","MI.2.2","false"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-ma1","matching","1","Ordne Alltagssituationen zur passenden Schrittfolge.","richtig zugeordnet","MI.2.2","true"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-me1","memory","1","Ordne Alltagssituationen zur passenden Schrittfolge.","alle Paare gefunden","MI.2.2","true"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-ma2","matching","2","Ordne die Wörter zur Bedeutung.","richtig zugeordnet","MI.2.2","true"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-me2","memory","2","Ordne die Wörter zur Bedeutung.","alle Paare gefunden","MI.2.2","true"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-dd1","drag-drop","1","Sortiere klare und unklare Befehle.","richtig sortiert","MI.2.2","true"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-dd2","drag-drop","2","Sortiere: Ablauf oder kein Ablauf?","richtig sortiert","MI.2.2","true"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-ws1","word-search","2","Finde die MI-Wörter.","SCHRITT, FEHLER, CODE, PLAN","MI.2.2","true"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-sr1","self-review","2","Beschreibe eine kurze Anleitung mit mindestens drei Schritten.","eigene begründete Antwort","MI.2.2","true"
