grade,subject,topicId,topic,exerciseId,type,difficulty,question,answer,lp21,richType
"3","Medien & Informatik","digitale-spuren-3","Digitale Spuren","mi3-digitale-spuren-3-fb6","fill-in-blank","3","Bedingung: Ein Bild zeigt private Orte. Ich teile es nur mit ___.","Erlaubnis","MI.1.1, MI.1.4","false"
"3","Medien & Informatik","digitale-spuren-3","Digitale Spuren","mi3-digitale-spuren-3-fb7","fill-in-blank","3","Bei einer Wenn-dann-Regel prüfe ich zuerst die ___.","Bedingung","MI.1.1, MI.1.4","false"
"3","Medien & Informatik","digitale-spuren-3","Digitale Spuren","mi3-digitale-spuren-3-ma1","matching","1","Ordne private und eher harmlose Angaben.","richtig zugeordnet","MI.1.1, MI.1.4","true"
"3","Medien & Informatik","digitale-spuren-3","Digitale Spuren","mi3-digitale-spuren-3-me1","memory","1","Ordne private und eher harmlose Angaben.","alle Paare gefunden","MI.1.1, MI.1.4","true"
"3","Medien & Informatik","digitale-spuren-3","Digitale Spuren","mi3-digitale-spuren-3-ma2","matching","2","Ordne die Situation zur guten Reaktion.","richtig zugeordnet","MI.1.1, MI.1.4","true"
"3","Medien & Informatik","digitale-spuren-3","Digitale Spuren","mi3-digitale-spuren-3-me2","memory","2","Ordne die Situation zur guten Reaktion.","alle Paare gefunden","MI.1.1, MI.1.4","true"
"3","Medien & Informatik","digitale-spuren-3","Digitale Spuren","mi3-digitale-spuren-3-ma3","matching","3","Ordne die Wenn-dann-Regel zur guten Entscheidung.","richtig zugeordnet","MI.1.1, MI.1.4","true"
"3","Medien & Informatik","digitale-spuren-3","Digitale Spuren","mi3-digitale-spuren-3-dd1","drag-drop","1","Sortiere: Teilen oder besser privat behalten?","richtig sortiert","MI.1.1, MI.1.4","true"
"3","Medien & Informatik","digitale-spuren-3","Digitale Spuren","mi3-digitale-spuren-3-dd2","drag-drop","2","Sortiere faire und unfaire Chat-Beiträge.","richtig sortiert","MI.1.1, MI.1.4","true"
"3","Medien & Informatik","digitale-spuren-3","Digitale Spuren","mi3-digitale-spuren-3-dd3","drag-drop","3","Sortiere einfache und schwierigere Teilen-Entscheidungen nach Bedingung.","richtig sortiert","MI.1.1, MI.1.4","true"
"3","Medien & Informatik","digitale-spuren-3","Digitale Spuren","mi3-digitale-spuren-3-ws1","word-search","2","Finde die MI-Wörter.","DATEN, CHAT, FOTO, HILFE","MI.1.1, MI.1.4","true"
"3","Medien & Informatik","digitale-spuren-3","Digitale Spuren","mi3-digitale-spuren-3-sr1","self-review","2","Schreibe zwei Regeln, die dir beim sicheren Chatten helfen.","eigene begründete Antwort","MI.1.1, MI.1.4","true"
"3","Medien & Informatik","digitale-spuren-3","Digitale Spuren","mi3-digitale-spuren-3-sr2","self-review","3","Du willst ein Foto teilen. Beschreibe mit einer Wenn-dann-Regel, wann du zuerst fragst.","eigene begründete Antwort","MI.1.1, MI.1.4","true"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-mc1","multiple-choice","1","Was ist ein Algorithmus?","Eine klare Folge von Schritten","MI.2.2","false"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-mc2","multiple-choice","1","Welche Anleitung ist am klarsten?","Erst Hände waschen, dann Apfel schneiden","MI.2.2","false"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-mc3","multiple-choice","1","Warum ist Reihenfolge wichtig?","Weil sonst ein Schritt nicht passen kann","MI.2.2","false"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-mc4","multiple-choice","2","Was bedeutet wiederholen in einer Anleitung?","Einen Schritt mehrmals ausführen","MI.2.2","false"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-mc5","multiple-choice","2","Was ist ein Fehler in einem Ablauf?","Ein Schritt passt nicht oder fehlt","MI.2.2","false"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-mc6","multiple-choice","2","Was hilft beim Finden eines Fehlers?","Schritt für Schritt prüfen","MI.2.2","false"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-mc7","multiple-choice","3","Wenn eine Figur nur bei Rot stehen bleibt, was ist Rot in der Regel?","Die Bedingung","MI.2.2","false"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-mc8","multiple-choice","3","Bedingung: Ein Ablauf sagt zweimal klatschen und dann springen. Was kommt zuerst?","Zweimal klatschen","MI.2.2","false"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-mc9","multiple-choice","3","Bedingung: Ein Roboter sieht ein Hindernis. Welche Regel passt?","Wenn Hindernis vorne, dann drehen","MI.2.2","false"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-fb1","fill-in-blank","1","Ein Rezept ist eine Folge von ___.","Schritten","MI.2.2","false"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-fb2","fill-in-blank","1","Bei einer Anleitung ist die ___ wichtig.","Reihenfolge","MI.2.2","false"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-fb3","fill-in-blank","2","Einen Schritt mehrmals machen heisst ___.","wiederholen","MI.2.2","false"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-fb4","fill-in-blank","2","Einen Fehler im Ablauf kann man Schritt für Schritt ___.","prüfen","MI.2.2","false"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-fb5","fill-in-blank","2","Ein Computer braucht klare ___.","Befehle","MI.2.2","false"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-fb6","fill-in-blank","3","Wenn etwas entscheidet, ob ein Schritt passiert, nennt man das ___.","Bedingung","MI.2.2","false"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-fb7","fill-in-blank","3","Bei einer Wenn-dann-Regel kommt nach wenn die ___.","Bedingung","MI.2.2","false"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-ma1","matching","1","Ordne Alltagssituationen zur passenden Schrittfolge.","richtig zugeordnet","MI.2.2","true"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-me1","memory","1","Ordne Alltagssituationen zur passenden Schrittfolge.","alle Paare gefunden","MI.2.2","true"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-ma2","matching","2","Ordne die Wörter zur Bedeutung.","richtig zugeordnet","MI.2.2","true"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-me2","memory","2","Ordne die Wörter zur Bedeutung.","alle Paare gefunden","MI.2.2","true"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-ma3","matching","3","Ordne die Wenn-dann-Regel zur Bedeutung.","richtig zugeordnet","MI.2.2","true"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-dd1","drag-drop","1","Sortiere klare und unklare Befehle.","richtig sortiert","MI.2.2","true"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-dd2","drag-drop","2","Sortiere: Ablauf oder kein Ablauf?","richtig sortiert","MI.2.2","true"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-dd3","drag-drop","3","Sortiere Wiederholung und Bedingung.","richtig sortiert","MI.2.2","true"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-ws1","word-search","2","Finde die MI-Wörter.","SCHRITT, FEHLER, CODE, PLAN","MI.2.2","true"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-sr1","self-review","2","Beschreibe eine kurze Anleitung mit mindestens drei Schritten.","eigene begründete Antwort","MI.2.2","true"
"3","Medien & Informatik","algorithmen-alltag-3","Algorithmen im Alltag","mi3-algorithmen-alltag-3-sr2","self-review","3","Schreibe eine Anleitung mit einer Wenn-dann-Regel, zum Beispiel für ein Spiel.","eigene begründete Antwort","MI.2.2","true"
"4","Medien & Informatik","informationen-pruefen-4","Informationen prüfen","mi4-informationen-pruefen-4-mc1","multiple-choice","1","Was ist eine Quelle?","Der Ursprung einer Information","MI.1.2","false"
"4","Medien & Informatik","informationen-pruefen-4","Informationen prüfen","mi4-informationen-pruefen-4-mc2","multiple-choice","2","Was hilft beim Prüfen einer Behauptung?","Mehrere verlässliche Quellen vergleichen","MI.1.2","false"
"4","Medien & Informatik","informationen-pruefen-4","Informationen prüfen","mi4-informationen-pruefen-4-mc3","multiple-choice","2","Welche Frage passt zu einem Bild im Internet?","Wer hat das Bild gemacht und warum?","MI.1.2","false"
"4","Medien & Informatik","informationen-pruefen-4","Informationen prüfen","mi4-informationen-pruefen-4-mc4","multiple-choice","1","Woran erkennt man Werbung oft?","Sie will zu einem Kauf oder Klick bewegen","MI.1.2","false"
"4","Medien & Informatik","informationen-pruefen-4","Informationen prüfen","mi4-informationen-pruefen-4-mc5","multiple-choice","1","Was ist eine Meinung?","Eine persönliche Einschätzung","MI.1.2","false"
"4","Medien & Informatik","informationen-pruefen-4","Informationen prüfen","mi4-informationen-pruefen-4-mc6","multiple-choice","2","Was ist eine Tatsache?","Etwas, das man prüfen kann","MI.1.2","false"
"4","Medien & Informatik","informationen-pruefen-4","Informationen prüfen","mi4-informationen-pruefen-4-mc7","multiple-choice","3","Bedingung: Ein Bild wirkt sehr überraschend. Was prüfst du zusätzlich?","Ob es zum Text und zur Quelle passt","MI.1.2","false"
"4","Medien & Informatik","informationen-pruefen-4","Informationen prüfen","mi4-informationen-pruefen-4-mc8","multiple-choice","3","Bedingung: Zwei Quellen sagen Unterschiedliches. Was ist ein guter nächster Schritt?","Eine weitere verlässliche Quelle suchen","MI.1.2","false"
"4","Medien & Informatik","informationen-pruefen-4","Informationen prüfen","mi4-informationen-pruefen-4-mc9","multiple-choice","3","Bedingung: Eine Seite will etwas verkaufen. Wie liest du die Information?","Ich achte besonders auf Werbung und Absicht","MI.1.2","false"
"4","Medien & Informatik","informationen-pruefen-4","Informationen prüfen","mi4-informationen-pruefen-4-fb1","fill-in-blank","1","Eine Information kommt aus einer ___.","Quelle","MI.1.2","false"
"4","Medien & Informatik","informationen-pruefen-4","Informationen prüfen","mi4-informationen-pruefen-4-fb2","fill-in-blank","1","Eine Tatsache kann man ___.","prüfen","MI.1.2","false"
"4","Medien & Informatik","informationen-pruefen-4","Informationen prüfen","mi4-informationen-pruefen-4-fb3","fill-in-blank","1","Werbung möchte oft, dass man etwas ___.","kauft","MI.1.2","false"
"4","Medien & Informatik","informationen-pruefen-4","Informationen prüfen","mi4-informationen-pruefen-4-fb4","fill-in-blank","2","Bei einer Behauptung hilft ein zweiter ___.","Beleg","MI.1.2","false"
"4","Medien & Informatik","informationen-pruefen-4","Informationen prüfen","mi4-informationen-pruefen-4-fb5","fill-in-blank","2","Eine Meinung ist nicht automatisch ___.","falsch","MI.1.2","false"
"4","Medien & Informatik","informationen-pruefen-4","Informationen prüfen","mi4-informationen-pruefen-4-fb6","fill-in-blank","3","Bedingung: Quellen widersprechen. Ich prüfe mit einer weiteren ___.","Quelle","MI.1.2","false"
"4","Medien & Informatik","informationen-pruefen-4","Informationen prüfen","mi4-informationen-pruefen-4-fb7","fill-in-blank","3","Bedingung: Eine Quelle will überzeugen. Ihre Absicht zeigt, warum sie etwas ___.","sagt","MI.1.2","false"
"4","Medien & Informatik","informationen-pruefen-4","Informationen prüfen","mi4-informationen-pruefen-4-ma1","matching","1","Ordne Begriff und Bedeutung.","richtig zugeordnet","MI.1.2","true"
"4","Medien & Informatik","informationen-pruefen-4","Informationen prüfen","mi4-informationen-pruefen-4-me1","memory","1","Ordne Begriff und Bedeutung.","alle Paare gefunden","MI.1.2","true"
"4","Medien & Informatik","informationen-pruefen-4","Informationen prüfen","mi4-informationen-pruefen-4-ma2","matching","2","Ordne die Aussage richtig ein.","richtig zugeordnet","MI.1.2","true"
"4","Medien & Informatik","informationen-pruefen-4","Informationen prüfen","mi4-informationen-pruefen-4-me2","memory","2","Ordne die Aussage richtig ein.","alle Paare gefunden","MI.1.2","true"
"4","Medien & Informatik","informationen-pruefen-4","Informationen prüfen","mi4-informationen-pruefen-4-ma3","matching","3","Ordne die Wenn-dann-Situation zum Prüfschritt.","richtig zugeordnet","MI.1.2","true"
"4","Medien & Informatik","informationen-pruefen-4","Informationen prüfen","mi4-informationen-pruefen-4-dd1","drag-drop","1","Sortiere Tatsache und Meinung.","richtig sortiert","MI.1.2","true"
"4","Medien & Informatik","informationen-pruefen-4","Informationen prüfen","mi4-informationen-pruefen-4-dd2","drag-drop","2","Sortiere gute und schwache Prüf-Schritte.","richtig sortiert","MI.1.2","true"
"4","Medien & Informatik","informationen-pruefen-4","Informationen prüfen","mi4-informationen-pruefen-4-dd3","drag-drop","3","Sortiere Hinweise nach Bedingung: verlässliche oder unsichere Information.","richtig sortiert","MI.1.2","true"
"4","Medien & Informatik","informationen-pruefen-4","Informationen prüfen","mi4-informationen-pruefen-4-ws1","word-search","2","Finde die MI-Wörter.","QUELLE, BELEG, FAKT, BILD","MI.1.2","true"
"4","Medien & Informatik","informationen-pruefen-4","Informationen prüfen","mi4-informationen-pruefen-4-sr1","self-review","2","Erkläre, wie du eine überraschende Nachricht prüfen würdest.","eigene begründete Antwort","MI.1.2","true"
"4","Medien & Informatik","informationen-pruefen-4","Informationen prüfen","mi4-informationen-pruefen-4-sr2","self-review","3","Beschreibe mit einer Wenn-dann-Regel, was du tust, wenn zwei Quellen nicht dasselbe sagen.","eigene begründete Antwort","MI.1.2","true"
"4","Medien & Informatik","programme-befehle-4","Programme & Befehle","mi4-programme-befehle-4-mc1","multiple-choice","1","Was ist ein Programm?","Eine Folge von Befehlen für ein Gerät","MI.2.2, MI.2.3","false"
"4","Medien & Informatik","programme-befehle-4","Programme & Befehle","mi4-programme-befehle-4-mc2","multiple-choice","2","Was bedeutet Debugging?","Fehler in einem Ablauf finden und verbessern","MI.2.2, MI.2.3","false"
"4","Medien & Informatik","programme-befehle-4","Programme & Befehle","mi4-programme-befehle-4-mc3","multiple-choice","2","Warum testet man ein Programm?","Damit man sieht, ob es wie geplant funktioniert","MI.2.2, MI.2.3","false"
"4","Medien & Informatik","programme-befehle-4","Programme & Befehle","mi4-programme-befehle-4-mc4","multiple-choice","2","Was ist eine Schleife?","Eine Wiederholung von Befehlen","MI.2.2, MI.2.3","false"
"4","Medien & Informatik","programme-befehle-4","Programme & Befehle","mi4-programme-befehle-4-mc5","multiple-choice","1","Was braucht ein genauer Befehl?","Eine klare Handlung","MI.2.2, MI.2.3","false"
"4","Medien & Informatik","programme-befehle-4","Programme & Befehle","mi4-programme-befehle-4-mc6","multiple-choice","3","Was ist eine Bedingung?","Eine Wenn-dann-Regel","MI.2.2, MI.2.3","false"
"4","Medien & Informatik","programme-befehle-4","Programme & Befehle","mi4-programme-befehle-4-mc7","multiple-choice","1","Welche Aufgabe passt zu einer Schleife?","Zeichne fünf gleiche Schritte nacheinander","MI.2.2, MI.2.3","false"
"4","Medien & Informatik","programme-befehle-4","Programme & Befehle","mi4-programme-befehle-4-mc8","multiple-choice","2","Wenn eine Figur am Rand drehen soll, welche Bedingung passt?","Wenn Rand erreicht, dann drehen","MI.2.2, MI.2.3","false"
"4","Medien & Informatik","programme-befehle-4","Programme & Befehle","mi4-programme-befehle-4-mc9","multiple-choice","3","Bedingung: Ein Testlauf endet anders als geplant. Was prüfst du zuerst?","Ob ein Befehl fehlt oder falsch steht","MI.2.2, MI.2.3","false"
"4","Medien & Informatik","programme-befehle-4","Programme & Befehle","mi4-programme-befehle-4-fb1","fill-in-blank","1","Ein Gerät folgt klaren ___.","Befehlen","MI.2.2, MI.2.3","false"
"4","Medien & Informatik","programme-befehle-4","Programme & Befehle","mi4-programme-befehle-4-fb2","fill-in-blank","2","Eine Wiederholung nennt man auch ___.","Schleife","MI.2.2, MI.2.3","false"
"4","Medien & Informatik","programme-befehle-4","Programme & Befehle","mi4-programme-befehle-4-fb3","fill-in-blank","1","Beim Testen sucht man ___.","Fehler","MI.2.2, MI.2.3","false"
"4","Medien & Informatik","programme-befehle-4","Programme & Befehle","mi4-programme-befehle-4-fb4","fill-in-blank","3","Eine Wenn-dann-Regel ist eine ___.","Bedingung","MI.2.2, MI.2.3","false"
"4","Medien & Informatik","programme-befehle-4","Programme & Befehle","mi4-programme-befehle-4-fb5","fill-in-blank","2","Ein Ablaufplan zeigt die ___ der Schritte.","Reihenfolge","MI.2.2, MI.2.3","false"
"4","Medien & Informatik","programme-befehle-4","Programme & Befehle","mi4-programme-befehle-4-fb6","fill-in-blank","2","Ein Testlauf zeigt, ob ein Programm ___.","funktioniert","MI.2.2, MI.2.3","false"
"4","Medien & Informatik","programme-befehle-4","Programme & Befehle","mi4-programme-befehle-4-fb7","fill-in-blank","3","Bedingung: Ein Ablauf stockt. Ich suche den ___.","Fehler","MI.2.2, MI.2.3","false"
"4","Medien & Informatik","programme-befehle-4","Programme & Befehle","mi4-programme-befehle-4-ma1","matching","1","Ordne Programmierwörter zur Bedeutung.","richtig zugeordnet","MI.2.2, MI.2.3","true"
"4","Medien & Informatik","programme-befehle-4","Programme & Befehle","mi4-programme-befehle-4-me1","memory","1","Ordne Programmierwörter zur Bedeutung.","alle Paare gefunden","MI.2.2, MI.2.3","true"
"4","Medien & Informatik","programme-befehle-4","Programme & Befehle","mi4-programme-befehle-4-ma2","matching","2","Ordne die Regel zur Situation.","richtig zugeordnet","MI.2.2, MI.2.3","true"
"4","Medien & Informatik","programme-befehle-4","Programme & Befehle","mi4-programme-befehle-4-me2","memory","2","Ordne die Regel zur Situation.","alle Paare gefunden","MI.2.2, MI.2.3","true"
"4","Medien & Informatik","programme-befehle-4","Programme & Befehle","mi4-programme-befehle-4-ma3","matching","3","Ordne Programmfehler zur passenden Verbesserung der Bedingung oder Schritte.","richtig zugeordnet","MI.2.2, MI.2.3","true"
"4","Medien & Informatik","programme-befehle-4","Programme & Befehle","mi4-programme-befehle-4-dd1","drag-drop","1","Sortiere Befehle und keine Befehle.","richtig sortiert","MI.2.2, MI.2.3","true"
"4","Medien & Informatik","programme-befehle-4","Programme & Befehle","mi4-programme-befehle-4-dd2","drag-drop","2","Sortiere nach Programmier-Idee.","richtig sortiert","MI.2.2, MI.2.3","true"
"4","Medien & Informatik","programme-befehle-4","Programme & Befehle","mi4-programme-befehle-4-dd3","drag-drop","3","Sortiere einfache Befehle und Bedingungen.","richtig sortiert","MI.2.2, MI.2.3","true"
"4","Medien & Informatik","programme-befehle-4","Programme & Befehle","mi4-programme-befehle-4-ws1","word-search","2","Finde die MI-Wörter.","CODE, TEST, FEHLER, PLAN","MI.2.2, MI.2.3","true"
"4","Medien & Informatik","programme-befehle-4","Programme & Befehle","mi4-programme-befehle-4-sr1","self-review","2","Schreibe eine Wenn-dann-Regel aus deinem Alltag.","eigene begründete Antwort","MI.2.2, MI.2.3","true"
"4","Medien & Informatik","programme-befehle-4","Programme & Befehle","mi4-programme-befehle-4-sr2","self-review","3","Erkläre, wie du einen Fehler in einer kurzen Wenn-dann-Anleitung findest.","eigene begründete Antwort","MI.2.2, MI.2.3","true"
"5","Medien & Informatik","sicher-online-5","Sicher online","mi5-sicher-online-5-mc1","multiple-choice","1","Was macht ein Passwort stärker?","Es ist lang und schwer zu erraten","MI.1.4, MI.2.3","false"
"5","Medien & Informatik","sicher-online-5","Sicher online","mi5-sicher-online-5-mc2","multiple-choice","2","Warum nutzt man nicht überall dasselbe Passwort?","Ein einzelnes bekanntes Passwort wäre sonst besonders gefährlich","MI.1.4, MI.2.3","false"
"5","Medien & Informatik","sicher-online-5","Sicher online","mi5-sicher-online-5-mc3","multiple-choice","2","Was ist Phishing?","Ein Trick, um an Daten oder Passwörter zu kommen","MI.1.4, MI.2.3","false"
"5","Medien & Informatik","sicher-online-5","Sicher online","mi5-sicher-online-5-mc4","multiple-choice","2","Was prüfst du bei einem verdächtigen Link?","Absender, Adresse und Zweck","MI.1.4, MI.2.3","false"
"5","Medien & Informatik","sicher-online-5","Sicher online","mi5-sicher-online-5-mc5","multiple-choice","1","Was gehört nicht in einen öffentlichen Chat?","Passwort","MI.1.4, MI.2.3","false"
"5","Medien & Informatik","sicher-online-5","Sicher online","mi5-sicher-online-5-mc6","multiple-choice","3","Wofür ist ein Update wichtig?","Es kann Sicherheitslücken schliessen","MI.1.4, MI.2.3","false"
"5","Medien & Informatik","sicher-online-5","Sicher online","mi5-sicher-online-5-mc7","multiple-choice","1","Welche Passwort-Idee ist gut merkbar und trotzdem stärker?","Mehrere zufällige Wörter mit Zahl","MI.1.4, MI.2.3","false"
"5","Medien & Informatik","sicher-online-5","Sicher online","mi5-sicher-online-5-mc8","multiple-choice","3","Warum ist Zeitdruck in einer Nachricht ein Warnzeichen?","Er soll dich zu schnellem Klicken bringen","MI.1.4, MI.2.3","false"
"5","Medien & Informatik","sicher-online-5","Sicher online","mi5-sicher-online-5-mc9","multiple-choice","3","Was prüfst du, bevor du eine App installierst?","Quelle, Bewertungen und benötigte Berechtigungen","MI.1.4, MI.2.3","false"
"5","Medien & Informatik","sicher-online-5","Sicher online","mi5-sicher-online-5-fb1","fill-in-blank","1","Ein starkes Passwort ist schwer zu ___.","erraten","MI.1.4, MI.2.3","false"
"5","Medien & Informatik","sicher-online-5","Sicher online","mi5-sicher-online-5-fb2","fill-in-blank","2","Eine verdächtige Nachricht kann ___ sein.","Phishing","MI.1.4, MI.2.3","false"
"5","Medien & Informatik","sicher-online-5","Sicher online","mi5-sicher-online-5-fb3","fill-in-blank","1","Passwörter gehören nicht in den ___.","Chat","MI.1.4, MI.2.3","false"
"5","Medien & Informatik","sicher-online-5","Sicher online","mi5-sicher-online-5-fb4","fill-in-blank","3","Updates können Sicherheitslücken ___.","schliessen","MI.1.4, MI.2.3","false"
"5","Medien & Informatik","sicher-online-5","Sicher online","mi5-sicher-online-5-fb5","fill-in-blank","1","Bei Unsicherheit frage ich eine ___ Person.","erwachsene","MI.1.4, MI.2.3","false"
"5","Medien & Informatik","sicher-online-5","Sicher online","mi5-sicher-online-5-fb6","fill-in-blank","1","Ein Passwort bleibt sicherer, wenn ich es ___ halte.","geheim","MI.1.4, MI.2.3","false"
"5","Medien & Informatik","sicher-online-5","Sicher online","mi5-sicher-online-5-fb7","fill-in-blank","3","Eine Nachricht mit Druck sollte ich besonders genau ___.","prüfen","MI.1.4, MI.2.3","false"
"5","Medien & Informatik","sicher-online-5","Sicher online","mi5-sicher-online-5-ma1","matching","2","Ordne Sicherheitsbegriffe.","richtig zugeordnet","MI.1.4, MI.2.3","true"
"5","Medien & Informatik","sicher-online-5","Sicher online","mi5-sicher-online-5-me1","memory","2","Ordne Sicherheitsbegriffe.","alle Paare gefunden","MI.1.4, MI.2.3","true"
"5","Medien & Informatik","sicher-online-5","Sicher online","mi5-sicher-online-5-ma2","matching","2","Ordne Risiko und gute Reaktion.","richtig zugeordnet","MI.1.4, MI.2.3","true"
"5","Medien & Informatik","sicher-online-5","Sicher online","mi5-sicher-online-5-me2","memory","2","Ordne Risiko und gute Reaktion.","alle Paare gefunden","MI.1.4, MI.2.3","true"
"5","Medien & Informatik","sicher-online-5","Sicher online","mi5-sicher-online-5-ma3","matching","1","Ordne Warnzeichen und gute Reaktion.","richtig zugeordnet","MI.1.4, MI.2.3","true"
"5","Medien & Informatik","sicher-online-5","Sicher online","mi5-sicher-online-5-dd1","drag-drop","2","Sortiere starke und schwache Passwörter.","richtig sortiert","MI.1.4, MI.2.3","true"
"5","Medien & Informatik","sicher-online-5","Sicher online","mi5-sicher-online-5-dd2","drag-drop","2","Sortiere sichere und riskante Klicks.","richtig sortiert","MI.1.4, MI.2.3","true"
